#   Full data used in Becker et al. 2018
# data sources: K2 campaign 5 (K2 C5)
#               K2 campaign 18 (K2 C18)
#               HATNet survey (HAT)
#               Kelt (KELT)
#               WASP (WASP)
#   Errors are uniquely derived for HAT/KELT/WASP
# data sets. 
#   In the paper, we scale errors so that flat line 
# model has a chi-sq of 1, but that scaling is not
# reflected in this data file. 
#   K2 errors are set to the K2 precision for each 
# K2 campaign.
# Flux and error are normalized.
# BJD and BJD-2454833 are given in days.
#
,BJD,BJD-2454833,Flux,Error,Data_Source
25908,2455238.486,405.4858333,1.005221486,0.013703611,WASP
25909,2455238.486,405.4862731,1.005266428,0.015782308,WASP
25910,2455238.491,405.4913079,0.999424815,0.012020151,WASP
25911,2455238.492,405.4917477,0.998595357,0.017502328,WASP
25912,2455238.496,405.4960417,1.002944708,0.007277274,WASP
25913,2455238.5,405.4998727,1.003262401,0.015050759,WASP
25914,2455238.5,405.5003125,1.010797739,0.007567982,WASP
25915,2455238.515,405.5152199,1.002208829,0.009543988,WASP
25916,2455238.525,405.5254861,0.992662907,0.003964302,WASP
25917,2455238.526,405.5259259,1.001923561,0.005277934,WASP
25918,2455238.531,405.5308681,0.998266637,0.006556332,WASP
25919,2455238.531,405.5313079,1.005109429,0.00795526,WASP
25920,2455238.536,405.5361921,0.998872995,0.007909306,WASP
25921,2455238.554,405.5544329,0.994540155,0.003126416,WASP
25922,2455238.555,405.5548495,1.001097083,0.003543256,WASP
25923,2455238.581,405.5811458,0.99847573,0.005022163,WASP
25924,2455238.582,405.5815741,0.998467505,0.0174959,WASP
25925,2455238.594,405.594456,1.002461076,0.018951112,WASP
25926,2455241.378,408.3783102,1.004395366,0.015993837,WASP
25927,2455241.447,408.4467245,0.996963859,0.013393593,WASP
25928,2455241.447,408.4471875,1.000298023,0.016190469,WASP
25929,2455241.45,408.449919,0.984226108,0.018397635,WASP
25930,2455241.453,408.453125,0.996376336,0.009038528,WASP
25931,2455241.454,408.4535648,1.003889799,0.004648118,WASP
25932,2455241.456,408.4563426,0.994552493,0.014475768,WASP
25933,2455241.457,408.4567824,0.999303639,0.01043417,WASP
25934,2455241.46,408.4595486,0.991642654,0.007671337,WASP
25935,2455241.46,408.4599884,0.999142349,0.007058292,WASP
25936,2455241.464,408.4638194,0.996264338,0.005905281,WASP
25937,2455241.464,408.4642708,0.992620707,0.003962065,WASP
25938,2455241.469,408.4692477,1.006433606,0.005085379,WASP
25939,2455241.47,408.4696875,0.994392574,0.004812534,WASP
25940,2455241.474,408.4735185,0.994879723,0.015390859,WASP
25941,2455241.474,408.4739583,0.984627306,0.015006901,WASP
25942,2455251.394,418.3934954,0.997370899,0.00552881,WASP
25943,2455251.395,418.3951968,1.007357001,0.018149802,WASP
25944,2455251.396,418.3956366,0.998147249,0.005971229,WASP
25945,2455251.397,418.3973148,0.997832298,0.005532703,WASP
25946,2455251.398,418.3977546,1.000892639,0.005981456,WASP
25947,2455251.399,418.3994329,0.992910206,0.005076718,WASP
25948,2455251.4,418.3998727,0.99935323,0.005320492,WASP
25949,2455251.402,418.4015509,0.996478558,0.005311804,WASP
25950,2455251.402,418.4019907,1.003628254,0.005349623,WASP
25951,2455251.404,418.403669,0.996534169,0.006181643,WASP
25952,2455251.404,418.4041088,0.989245296,0.01486819,WASP
25953,2455251.406,418.405787,0.991761684,0.013549578,WASP
25954,2455251.406,418.4062269,0.99082309,0.007704888,WASP
25955,2455251.41,418.4100231,1.01675272,0.010425084,WASP
25956,2455251.41,418.4104514,0.999784708,0.013212164,WASP
25957,2455251.412,418.4121296,0.996150374,0.007088922,WASP
25958,2455251.413,418.4125694,1.000194073,0.009797914,WASP
25959,2455251.414,418.4142477,0.996703386,0.005952781,WASP
25960,2455251.415,418.4147106,0.998939931,0.005528343,WASP
25961,2455251.416,418.4163657,0.998962998,0.004457857,WASP
25962,2455251.417,418.4168056,0.998548687,0.004041986,WASP
25963,2455251.418,418.4184838,1.001015306,0.006634535,WASP
25964,2455251.419,418.4189468,0.999444067,0.004884195,WASP
25965,2455251.421,418.4206019,0.999263942,0.004263485,WASP
25966,2455251.421,418.4210417,1.004822135,0.006231462,WASP
25967,2455251.429,418.4290972,0.996815324,0.014295658,WASP
25968,2455251.43,418.4295602,0.997560024,0.012931972,WASP
25969,2455251.431,418.4312153,0.999749005,0.00384237,WASP
25970,2455251.432,418.4316551,1.003203273,0.004898936,WASP
25971,2455251.46,418.4599421,0.997739553,0.017512647,WASP
25972,2455251.466,418.466331,0.997750998,0.004228697,WASP
25973,2455251.467,418.466794,1.000292063,0.003825871,WASP
25974,2455251.47,418.4695255,1.000760555,0.008191066,WASP
25975,2455251.47,418.4699884,0.999174356,0.003624966,WASP
25976,2455251.473,418.4727431,0.990163028,0.00340315,WASP
25977,2455251.473,418.473206,1.002395511,0.003837708,WASP
25978,2455251.478,418.4775,1.002207041,0.015297449,WASP
25979,2455251.481,418.481331,1.005407214,0.015131419,WASP
25980,2455251.482,418.4817708,1.001764894,0.008719246,WASP
25981,2455251.486,418.4860532,0.999091923,0.018017244,WASP
25982,2455251.49,418.4903241,0.984595597,0.019349335,WASP
25983,2455251.503,418.5031481,0.993658781,0.006368824,WASP
25984,2455251.512,418.5117708,0.998717606,0.003237919,WASP
25985,2455251.516,418.5155903,1.001428247,0.012301672,WASP
25986,2455251.516,418.5160532,1.003367782,0.012091092,WASP
25987,2455251.521,418.5213773,1.009342313,0.0106505,WASP
25988,2455251.527,418.5267361,1.003037095,0.014153462,WASP
25989,2455251.554,418.5539352,0.995116055,0.005942295,WASP
25990,2455251.554,418.5543981,0.99239397,0.006143816,WASP
25991,2455251.567,418.5668171,1.002120852,0.006874848,WASP
25992,2455256.343,423.3429167,0.995972037,0.006100962,WASP
25993,2455256.343,423.3433565,0.999562562,0.005918399,WASP
25994,2455256.345,423.345,1.006904006,0.005927937,WASP
25995,2455256.345,423.345463,1.005945802,0.014786286,WASP
25996,2455256.347,423.3471528,0.999470294,0.006289473,WASP
25997,2455256.348,423.347581,0.994891882,0.00647531,WASP
25998,2455256.349,423.3492593,0.992845416,0.005445467,WASP
25999,2455256.35,423.3496991,0.997612655,0.005256077,WASP
26000,2455256.353,423.3525694,0.991906047,0.004851562,WASP
26001,2455256.353,423.3529977,1.009429455,0.005096812,WASP
26002,2455256.355,423.3546875,1.006490588,0.004708916,WASP
26003,2455256.355,423.3551389,1.004025936,0.004898512,WASP
26004,2455256.357,423.356794,0.997421682,0.005644218,WASP
26005,2455256.357,423.3572569,1.003198147,0.005078274,WASP
26006,2455256.359,423.358912,1.003230691,0.004892145,WASP
26007,2455256.359,423.3593519,1.003992915,0.005875946,WASP
26008,2455256.361,423.3610069,1.000055194,0.005452791,WASP
26009,2455256.361,423.3614583,1.002643585,0.005478382,WASP
26010,2455256.363,423.3631134,0.997824609,0.005065424,WASP
26011,2455256.364,423.3635532,1.005928874,0.005090176,WASP
26012,2455256.365,423.3652315,1.000091434,0.00506778,WASP
26013,2455256.366,423.3656944,1.006680369,0.005489686,WASP
26014,2455256.369,423.3685301,1.000002861,0.003646584,WASP
26015,2455256.369,423.3689699,1.001301527,0.005467284,WASP
26016,2455256.373,423.3727662,1.005182266,0.005682891,WASP
26017,2455256.373,423.373206,1.005365729,0.004685667,WASP
26018,2455256.375,423.3748843,1.005097151,0.005473958,WASP
26019,2455256.375,423.3753241,1.008730173,0.005497243,WASP
26020,2455256.377,423.3770023,1.001553059,0.00566198,WASP
26021,2455256.377,423.3774421,1.005635977,0.006716416,WASP
26022,2455256.379,423.3791435,0.994258106,0.00541242,WASP
26023,2455256.38,423.3795602,1.011783481,0.004894479,WASP
26024,2455256.381,423.3812384,1.006890297,0.006294571,WASP
26025,2455256.382,423.3816667,1.002838254,0.006059933,WASP
26026,2455256.383,423.3833449,0.99601227,0.006040023,WASP
26027,2455256.384,423.3837847,1.001516581,0.005862498,WASP
26028,2455256.385,423.3854398,1.004085779,0.008220457,WASP
26029,2455256.386,423.3859028,1.000982046,0.005243374,WASP
26030,2455256.389,423.3887037,1.004176974,0.005244526,WASP
26031,2455256.389,423.3891435,1.010657668,0.006101527,WASP
26032,2455256.391,423.3908218,1.000686884,0.005443936,WASP
26033,2455256.391,423.3912616,1.002517819,0.005852832,WASP
26034,2455256.393,423.3929398,1.000053883,0.004827423,WASP
26035,2455256.393,423.3933796,1.004583716,0.005456829,WASP
26036,2455256.395,423.3950579,1.002464533,0.00524333,WASP
26037,2455256.396,423.3955093,1.004849792,0.004852906,WASP
26038,2455256.397,423.3971991,0.999849796,0.004637875,WASP
26039,2455256.398,423.3976389,1.012420774,0.004692832,WASP
26040,2455256.399,423.3993056,1.010138035,0.006304103,WASP
26041,2455256.4,423.3997685,1.003488541,0.004468349,WASP
26042,2455256.401,423.4014468,1.001881719,0.004271765,WASP
26043,2455256.402,423.4018866,0.996629119,0.004445469,WASP
26044,2455256.405,423.4047454,1.002249241,0.003757646,WASP
26045,2455256.405,423.4051852,1.001418591,0.003924959,WASP
26046,2455256.407,423.4068634,1.011009097,0.003937345,WASP
26047,2455256.407,423.4073032,0.992885947,0.004068348,WASP
26048,2455256.409,423.4089815,1.002070904,0.003292838,WASP
26049,2455256.409,423.4094213,0.999202967,0.00328594,WASP
26050,2455256.412,423.4115394,0.995732307,0.002751001,WASP
26051,2455256.415,423.4153356,1.002788424,0.003032531,WASP
26052,2455256.416,423.4157755,1.004313231,0.002916391,WASP
26053,2455256.417,423.417419,1.003497243,0.002687508,WASP
26054,2455256.422,423.4216435,1.007594347,0.002643754,WASP
26055,2455256.422,423.4220833,1.000710964,0.002813349,WASP
26056,2455256.425,423.4248264,1.002283692,0.002595085,WASP
26057,2455256.425,423.4252662,1.003843188,0.003554834,WASP
26058,2455256.427,423.4269444,1.000236869,0.003253894,WASP
26059,2455256.427,423.4273843,0.998236597,0.002807059,WASP
26060,2455256.429,423.4290278,0.998913646,0.003555035,WASP
26061,2455256.429,423.4294676,1.006104708,0.003407063,WASP
26062,2455256.431,423.4311458,1.004593968,0.00270766,WASP
26063,2455256.432,423.4315856,1.000352621,0.003244248,WASP
26064,2455256.433,423.433287,1.006651759,0.00287998,WASP
26065,2455256.434,423.4337269,0.996736825,0.004047127,WASP
26066,2455256.435,423.4354051,1.006889105,0.003130591,WASP
26067,2455256.436,423.4358681,1.004124284,0.00279354,WASP
26068,2455256.438,423.4375231,0.996965647,0.003128332,WASP
26069,2455256.438,423.437963,1.004421711,0.003133782,WASP
26070,2455256.441,423.4407407,1.002390742,0.002595608,WASP
26071,2455256.441,423.4411921,0.997370064,0.002579789,WASP
26072,2455256.443,423.4428472,1.0003829,0.002991685,WASP
26073,2455256.443,423.443287,1.000491619,0.003113952,WASP
26074,2455256.445,423.4449653,1.000976205,0.003130151,WASP
26075,2455256.445,423.4454282,1.001082301,0.002602466,WASP
26076,2455256.447,423.4470833,1.000166178,0.002673014,WASP
26077,2455256.448,423.4475231,1.002707839,0.002613034,WASP
26078,2455256.449,423.4492014,0.997082293,0.002601994,WASP
26079,2455256.45,423.4496412,0.999526203,0.002614431,WASP
26080,2455256.451,423.4513194,1.004109144,0.005424283,WASP
26081,2455256.453,423.4534606,0.998929203,0.003400175,WASP
26082,2455256.454,423.4539005,1.000139356,0.004057818,WASP
26083,2455256.456,423.4555556,1.002313852,0.003114182,WASP
26084,2455256.456,423.4560069,1.000713348,0.003878313,WASP
26085,2455256.458,423.4581019,0.997943282,0.003103868,WASP
26086,2455256.461,423.4608333,0.994374633,0.002593009,WASP
26087,2455256.461,423.4612731,1.002668977,0.003717129,WASP
26088,2455256.463,423.4629514,1.008510828,0.0031192,WASP
26089,2455256.463,423.4633912,0.997286797,0.003101364,WASP
26090,2455256.465,423.4654861,0.999125898,0.003541446,WASP
26091,2455256.467,423.4671644,0.997132242,0.005182926,WASP
26092,2455256.468,423.4676157,1.001533031,0.003401168,WASP
26093,2455256.469,423.4692708,0.999919415,0.003374762,WASP
26094,2455256.47,423.4697106,0.990248442,0.00276867,WASP
26095,2455256.471,423.4713657,1.000178099,0.003124073,WASP
26096,2455256.472,423.4718287,1.00221324,0.003257477,WASP
26097,2455256.477,423.4766898,0.998662055,0.003108121,WASP
26098,2455256.477,423.4771528,0.998313069,0.003246147,WASP
26099,2455256.479,423.478831,1.003228784,0.002999879,WASP
26100,2455256.479,423.479294,1.001483083,0.002892487,WASP
26101,2455256.481,423.4809491,1.001476407,0.003403293,WASP
26102,2455256.481,423.4813889,0.995691836,0.004217549,WASP
26103,2455256.483,423.4830903,1.001346469,0.00270157,WASP
26104,2455256.484,423.4835301,1.003564239,0.003120769,WASP
26105,2455256.485,423.4852083,0.999028623,0.003003825,WASP
26106,2455256.486,423.4856481,0.997958243,0.002891785,WASP
26107,2455256.505,423.5051042,0.99982357,0.00460703,WASP
26108,2455256.507,423.5067824,1.001300216,0.003397444,WASP
26109,2455256.507,423.5072222,0.997767746,0.003234047,WASP
26110,2455256.51,423.5099306,1.004335523,0.003884766,WASP
26111,2455256.51,423.5103819,1.005586147,0.004061614,WASP
26112,2455256.512,423.5120718,1.000690818,0.004998072,WASP
26113,2455256.514,423.5141898,0.994069934,0.004574426,WASP
26114,2455256.515,423.5146296,1.005201221,0.005205153,WASP
26115,2455258.39,425.3901157,1.003922939,0.004831707,WASP
26116,2455258.391,425.3905556,1.00002265,0.005246893,WASP
26117,2455258.393,425.3933218,1.003841281,0.019668918,WASP
26118,2455258.398,425.3976736,1.004426241,0.013683379,WASP
26119,2455258.398,425.3981134,0.995979369,0.011299047,WASP
26120,2455258.505,425.5054861,1.000113368,0.003698003,WASP
26121,2455258.506,425.5059144,1.004991651,0.00494941,WASP
26122,2455258.51,425.5101273,1.001892209,0.003911455,WASP
26123,2455258.511,425.5105903,1.001047373,0.003711966,WASP
26124,2455258.514,425.5144213,1.005834341,0.00373274,WASP
26125,2455258.515,425.5148727,1.004053354,0.003727454,WASP
26126,2455258.519,425.5186806,1.002184033,0.004128049,WASP
26127,2455258.519,425.5191435,1.001900554,0.003731306,WASP
26128,2455258.523,425.5229398,0.994930804,0.004935951,WASP
26129,2455258.523,425.5234144,0.992565632,0.004715937,WASP
26130,2455258.533,425.5326157,1.003166437,0.00496921,WASP
26131,2455258.533,425.5330556,1.004685998,0.00435197,WASP
26132,2455258.537,425.5372917,1.005221248,0.006056595,WASP
26133,2455258.542,425.5421875,1.007700682,0.004781991,WASP
26134,2455258.543,425.5426389,1.004299641,0.004153486,WASP
26135,2455258.545,425.5453819,1.00783813,0.004785601,WASP
26136,2455258.546,425.5458218,0.992506325,0.004117438,WASP
26137,2455258.549,425.5485648,1.005685568,0.004164065,WASP
26138,2455258.549,425.5490046,0.993123472,0.004121218,WASP
26139,2455259.346,426.3462269,1.001952648,0.004213864,WASP
26140,2455259.347,426.3466898,1.002706051,0.004637963,WASP
26141,2455259.35,426.350463,0.994513512,0.009917241,WASP
26142,2455259.351,426.3509028,1.001122355,0.004188254,WASP
26143,2455259.353,426.352581,1.003295898,0.005050864,WASP
26144,2455259.353,426.3530093,1.005614877,0.005721303,WASP
26145,2455259.355,426.3546991,1.001185298,0.003971009,WASP
26146,2455259.355,426.3551389,1.000291348,0.003759602,WASP
26147,2455259.357,426.3568171,1.002746105,0.005482146,WASP
26148,2455259.357,426.3572685,0.997499049,0.003952187,WASP
26149,2455259.36,426.3601736,1.002757549,0.003358522,WASP
26150,2455259.361,426.3606134,0.994721353,0.004152691,WASP
26151,2455259.362,426.3623148,1.004835844,0.004404044,WASP
26152,2455259.363,426.3627778,1.006561756,0.005500557,WASP
26153,2455259.364,426.3644444,0.989968002,0.003722001,WASP
26154,2455259.365,426.3649074,0.999834716,0.003753108,WASP
26155,2455259.367,426.3665856,0.996100187,0.006109623,WASP
26156,2455259.367,426.3670255,0.998929739,0.013151483,WASP
26157,2455259.369,426.3687037,1.003569722,0.005933394,WASP
26158,2455259.369,426.3691435,0.999944806,0.005469955,WASP
26159,2455259.372,426.3718981,1.003428102,0.012290122,WASP
26160,2455259.372,426.372338,0.998142719,0.013596767,WASP
26161,2455259.375,426.375081,1.004863739,0.003157659,WASP
26162,2455259.376,426.3755208,0.998519719,0.002409894,WASP
26163,2455259.378,426.3782523,0.998489738,0.012225636,WASP
26164,2455259.379,426.3786921,1.000922441,0.009287377,WASP
26165,2455259.383,426.3826157,0.996410728,0.009019362,WASP
26166,2455259.383,426.3830787,0.999089301,0.004375932,WASP
26167,2455259.386,426.3858218,1.00024581,0.01155964,WASP
26168,2455259.386,426.3862847,1.000711799,0.003959774,WASP
26169,2455259.389,426.3890278,0.994108677,0.002570122,WASP
26170,2455259.389,426.3894907,1.002387285,0.003754509,WASP
26171,2455259.392,426.3922338,0.992283702,0.003317179,WASP
26172,2455259.393,426.3926736,1.001375675,0.003145881,WASP
26173,2455259.397,426.3966204,1.000218749,0.007026992,WASP
26174,2455259.397,426.3970602,0.996749163,0.007230574,WASP
26175,2455259.4,426.3998264,1.004432321,0.001976082,WASP
26176,2455259.4,426.4002662,0.997826159,0.002096761,WASP
26177,2455259.403,426.4030093,0.99824512,0.001662533,WASP
26178,2455259.403,426.4034722,1.002436042,0.001662163,WASP
26179,2455259.406,426.4062153,1.002859116,0.002099697,WASP
26180,2455259.407,426.4066667,0.999475241,0.001851591,WASP
26181,2455259.409,426.4094097,1.0010252,0.002241556,WASP
26182,2455259.41,426.4098727,0.995600581,0.001757059,WASP
26183,2455259.414,426.4137153,1.003424048,0.001966178,WASP
26184,2455259.414,426.4141667,1.006683469,0.002586308,WASP
26185,2455259.419,426.4191319,1.001557112,0.001658277,WASP
26186,2455259.42,426.4195833,0.997886121,0.001655365,WASP
26187,2455259.423,426.4234259,1.002801418,0.007488993,WASP
26188,2455259.424,426.4238889,1.003881574,0.005926317,WASP
26189,2455259.428,426.4276852,1.001508832,0.006590952,WASP
26190,2455259.428,426.4281481,1.002896428,0.004841182,WASP
26191,2455259.433,426.4332523,1.00142467,0.005918915,WASP
26192,2455259.434,426.4336921,0.997535527,0.006112188,WASP
26193,2455259.438,426.4375116,0.99480176,0.005656406,WASP
26194,2455259.438,426.4379514,1.002976656,0.002766009,WASP
26195,2455259.442,426.4417824,1.005159736,0.017159499,WASP
26196,2455259.442,426.4422222,0.997112334,0.009723119,WASP
26197,2455259.446,426.4460532,1.000763536,0.004409158,WASP
26198,2455259.446,426.4464931,1.000408649,0.008618123,WASP
26199,2455259.451,426.4514005,1.000547409,0.007947372,WASP
26200,2455259.452,426.4518403,0.998668194,0.009283558,WASP
26201,2455259.457,426.4567477,0.999287605,0.006133093,WASP
26202,2455259.457,426.4571875,1.002049804,0.00215213,WASP
26203,2455259.463,426.4625463,1.007040977,0.009139664,WASP
26204,2455259.469,426.4686458,0.997938216,0.006358843,WASP
26205,2455259.469,426.4690856,1.005266786,0.010031141,WASP
26206,2455259.474,426.4740278,0.999922633,0.004859135,WASP
26207,2455259.474,426.4744676,0.998925328,0.002673647,WASP
26208,2455259.479,426.4793866,1.00000155,0.003013538,WASP
26209,2455259.48,426.4798264,0.998292983,0.003588292,WASP
26210,2455259.485,426.4847685,1.002515197,0.003483205,WASP
26211,2455259.485,426.4852083,0.99895072,0.009309523,WASP
26212,2455259.491,426.4911806,1.001826406,0.003269655,WASP
26213,2455259.492,426.4916204,0.997447312,0.005530681,WASP
26214,2455259.505,426.5051852,0.998623967,0.015917936,WASP
26215,2455259.506,426.505625,0.996207058,0.019774368,WASP
26216,2455259.512,426.5116204,0.997201085,0.004437116,WASP
26217,2455259.512,426.5120602,0.9992612,0.002122484,WASP
26218,2455259.518,426.5180671,1.000234723,0.001864513,WASP
26219,2455259.519,426.5185185,1.000308871,0.010225888,WASP
26220,2455259.526,426.525625,1.002659082,0.005325016,WASP
26221,2455259.526,426.526088,0.996978939,0.008842295,WASP
26222,2455259.532,426.5320718,0.997139692,0.003050177,WASP
26223,2455259.533,426.5325347,1.003397703,0.003069156,WASP
26224,2455259.54,426.5396991,0.995583117,0.00324812,WASP
26225,2455259.54,426.5401273,0.998198152,0.003446484,WASP
26226,2455259.55,426.5504398,0.999508142,0.002738984,WASP
26227,2455259.551,426.5508912,1.000014305,0.00291182,WASP
26228,2455264.365,431.3647569,1.002467155,0.005270644,WASP
26229,2455264.368,431.3675579,1.003689289,0.005939103,WASP
26230,2455264.368,431.3680208,0.996666431,0.005679663,WASP
26231,2455264.371,431.3707639,1.000702381,0.006813738,WASP
26232,2455264.374,431.3739468,0.999579608,0.010422885,WASP
26233,2455264.377,431.3771528,0.988664985,0.006763046,WASP
26234,2455264.378,431.377581,0.984755337,0.006297034,WASP
26235,2455264.382,431.3815278,0.994272411,0.007487702,WASP
26236,2455264.382,431.3819676,0.991611958,0.010150696,WASP
26237,2455264.391,431.3911574,0.994021714,0.005900546,WASP
26238,2455264.392,431.3915856,0.997091889,0.011308262,WASP
26239,2455264.394,431.3943866,1.002588987,0.004395032,WASP
26240,2455264.395,431.3948264,1.001222253,0.004819656,WASP
26241,2455264.398,431.3975926,1.001095057,0.002121894,WASP
26242,2455264.398,431.3980324,1.005387545,0.002126462,WASP
26243,2455264.403,431.4033912,1.001195312,0.002119914,WASP
26244,2455264.474,431.4741204,1.002334118,0.010937117,WASP
26245,2455265.349,432.348669,0.997938752,0.015661262,WASP
26246,2455265.35,432.3503356,0.998562932,0.010411645,WASP
26247,2455265.351,432.3507755,0.996406674,0.010391563,WASP
26248,2455265.356,432.3556597,0.99725908,0.005454808,WASP
26249,2455265.356,432.3560995,1.000605464,0.016841581,WASP
26250,2455265.359,432.3593287,1.002705812,0.012763756,WASP
26251,2455265.364,432.3636574,1.01431787,0.01615922,WASP
26252,2455265.384,432.3835764,1.009759903,0.018395172,WASP
26253,2455265.407,432.4071065,1.009635329,0.016074102,WASP
26254,2455265.411,432.4113542,1.004566312,0.016236912,WASP
26255,2455265.421,432.4210532,1.005825996,0.013242446,WASP
26256,2455265.421,432.4214931,1.002135158,0.007050467,WASP
26257,2455265.425,432.4253241,1.004558563,0.011378912,WASP
26258,2455265.426,432.4257639,1.007859707,0.019978963,WASP
26259,2455265.43,432.4296181,0.988530576,0.017328445,WASP
26260,2455265.43,432.430081,0.997694492,0.018860046,WASP
26261,2455265.435,432.4349306,1.002313495,0.012963559,WASP
26262,2455265.435,432.4353704,1.008696795,0.011427817,WASP
26263,2455265.44,432.4402894,1.001940727,0.01503595,WASP
26264,2455265.446,432.445625,0.996513963,0.00587828,WASP
26265,2455265.446,432.446088,0.990722477,0.007175673,WASP
26266,2455265.452,432.4522454,0.993937612,0.010128587,WASP
26267,2455265.453,432.4526852,0.99478811,0.00810267,WASP
26268,2455265.458,432.4575926,1.000551343,0.005680778,WASP
26269,2455265.458,432.4580324,0.990060985,0.007393155,WASP
26270,2455265.463,432.4628935,0.997550607,0.008572011,WASP
26271,2455265.463,432.4633565,0.997146606,0.0020848,WASP
26272,2455265.468,432.4682755,1.012407303,0.016811837,WASP
26273,2455265.469,432.4687153,1.007938147,0.01975015,WASP
26274,2455265.475,432.4747106,1.001951814,0.002102317,WASP
26275,2455265.475,432.4751505,0.995714605,0.003527889,WASP
26276,2455265.481,432.4811574,0.994873285,0.00743151,WASP
26277,2455265.482,432.4816204,1.000108123,0.003343732,WASP
26278,2455265.503,432.5032176,1.002212644,0.011842758,WASP
26279,2455265.504,432.5036574,0.999886751,0.014557243,WASP
26280,2455265.511,432.5106829,1.001353621,0.012962808,WASP
26281,2455265.511,432.5111227,0.995574713,0.007464684,WASP
26282,2455265.517,432.5170602,0.996500492,0.019986665,WASP
26283,2455265.525,432.5246296,0.995159507,0.011961496,WASP
26284,2455265.525,432.5250694,0.988215804,0.013462883,WASP
26285,2455266.346,433.3464931,0.997285962,0.007041507,WASP
26286,2455266.347,433.3469444,0.995406687,0.007472826,WASP
26287,2455266.349,433.3486343,0.998354673,0.005933006,WASP
26288,2455266.349,433.3490741,1.00054872,0.006829018,WASP
26289,2455266.352,433.3518171,0.999738574,0.008387272,WASP
26290,2455266.352,433.3522801,1.00633955,0.007532137,WASP
26291,2455266.355,433.3550116,1.004325151,0.00549886,WASP
26292,2455266.355,433.3554745,1.003906965,0.005938587,WASP
26293,2455266.358,433.3582407,1.006008148,0.016942166,WASP
26294,2455266.359,433.3586806,0.999408007,0.009067656,WASP
26295,2455266.363,433.3626273,0.997614563,0.005241001,WASP
26296,2455266.363,433.3630671,1.001530886,0.00525876,WASP
26297,2455266.366,433.3657986,1.010567188,0.011911235,WASP
26298,2455266.366,433.3662384,1.010763884,0.010298536,WASP
26299,2455266.369,433.3689815,0.992152393,0.007416226,WASP
26300,2455266.369,433.3694213,0.998349309,0.004375891,WASP
26301,2455266.372,433.3721875,1.003336668,0.005484135,WASP
26302,2455266.373,433.3726157,1.004294157,0.005931155,WASP
26303,2455266.376,433.3764815,1.001320958,0.005252276,WASP
26304,2455266.377,433.3769097,0.995601833,0.005224372,WASP
26305,2455266.38,433.3796528,1.001761436,0.00396554,WASP
26306,2455266.38,433.3800926,0.995611429,0.003332213,WASP
26307,2455266.383,433.3828588,0.99937582,0.006569356,WASP
26308,2455266.383,433.3832986,1.005914569,0.006385576,WASP
26309,2455266.386,433.3860648,0.997653306,0.007675664,WASP
26310,2455266.387,433.3865046,1.000730872,0.002586754,WASP
26311,2455266.389,433.389294,1.001283169,0.002764596,WASP
26312,2455266.39,433.3897338,0.999588132,0.003138744,WASP
26313,2455266.394,433.3935417,0.999025643,0.00437266,WASP
26314,2455266.394,433.3939931,0.998077393,0.003739503,WASP
26315,2455266.399,433.3989468,0.996805429,0.00373375,WASP
26316,2455266.399,433.3993866,1.003916025,0.00355136,WASP
26317,2455266.403,433.4032176,1.001554728,0.003746426,WASP
26318,2455266.404,433.4036806,0.999545813,0.003535649,WASP
26319,2455266.408,433.4075116,1.006528974,0.003557404,WASP
26320,2455266.408,433.4079514,1.001669049,0.003139271,WASP
26321,2455266.413,433.4129282,0.995356083,0.001656253,WASP
26322,2455266.413,433.4133681,0.998811722,0.001844795,WASP
26323,2455266.417,433.4171875,1.000029206,0.001957643,WASP
26324,2455266.418,433.4176273,0.999459505,0.001656606,WASP
26325,2455266.421,433.4214583,0.999777555,0.002753031,WASP
26326,2455266.422,433.4218981,0.999252141,0.002239163,WASP
26327,2455266.426,433.4257407,0.997584522,0.002395584,WASP
26328,2455266.426,433.4261574,0.997029781,0.001656284,WASP
26329,2455266.43,433.4300116,0.99334389,0.002394588,WASP
26330,2455266.43,433.4304745,0.997029364,0.003326315,WASP
26331,2455266.436,433.4364583,0.997042298,0.002237205,WASP
26332,2455266.437,433.4368981,1.000981092,0.00166388,WASP
26333,2455266.442,433.4417477,0.999186456,0.003133061,WASP
26334,2455266.442,433.4421875,0.998484254,0.002399933,WASP
26335,2455266.448,433.4481829,1.002166152,0.001667464,WASP
26336,2455266.449,433.4486227,0.997281015,0.001958087,WASP
26337,2455266.454,433.4535185,1.00001812,0.002575168,WASP
26338,2455266.454,433.4539468,1.003949404,0.002763163,WASP
26339,2455266.459,433.4588657,1.000433803,0.002755633,WASP
26340,2455266.459,433.4593056,0.993378639,0.002390115,WASP
26341,2455266.464,433.4642245,1.003644466,0.002248691,WASP
26342,2455266.465,433.4646875,0.997172534,0.002238353,WASP
26343,2455266.471,433.4706597,1.001632214,0.002761571,WASP
26344,2455266.471,433.4710995,1.00002265,0.002406172,WASP
26345,2455266.477,433.4770833,1.004501224,0.002768298,WASP
26346,2455266.478,433.4775463,0.998556495,0.002941206,WASP
26347,2455266.485,433.4847569,0.99999392,0.002579917,WASP
26348,2455266.485,433.4851968,1.001230001,0.002581819,WASP
26349,2455266.491,433.4911806,0.997790694,0.002405769,WASP
26350,2455266.492,433.4916088,0.998487115,0.002942942,WASP
26351,2455266.498,433.4976157,0.995488644,0.003525318,WASP
