#   Full data used in Becker et al. 2018
# data sources: K2 campaign 5 (K2 C5)
#               K2 campaign 18 (K2 C18)
#               HATNet survey (HAT)
#               Kelt (KELT)
#               WASP (WASP)
#   Errors are uniquely derived for HAT/KELT/WASP
# data sets. 
#   In the paper, we scale errors so that flat line 
# model has a chi-sq of 1, but that scaling is not
# reflected in this data file. 
#   K2 errors are set to the K2 precision for each 
# K2 campaign.
# Flux and error are normalized.
# BJD and BJD-2454833 are given in days.
#
,BJD,BJD-2454833,Flux,Error,Data_Source
7735,2455561.968,728.9678222,1.020309664,0.00125,HAT
7736,2455561.971,728.9706464,1.014228943,0.00125,HAT
7737,2455561.973,728.973459,0.998352707,0.00125,HAT
7738,2455561.976,728.9763295,0.991114888,0.00128,HAT
7739,2455561.979,728.9791537,0.996946837,0.00127,HAT
7740,2455561.982,728.98192,0.985589346,0.00127,HAT
7741,2455561.985,728.9847673,1.003182621,0.00124,HAT
7742,2455561.988,728.9875223,0.99699275,0.00126,HAT
7743,2455561.99,728.9903697,0.987988751,0.00129,HAT
7744,2455561.993,728.9932052,0.996781571,0.00128,HAT
7745,2455561.996,728.9959714,0.987379259,0.00127,HAT
7746,2455561.999,728.9991199,0.995332076,0.00126,HAT
7747,2455562.002,729.0019556,0.990841071,0.00126,HAT
7748,2455562.005,729.0047914,1.014322362,0.00126,HAT
7749,2455562.008,729.0076155,0.985398734,0.00126,HAT
7750,2455562.01,729.0103587,0.98890825,0.00125,HAT
7751,2455562.013,729.0131599,0.984609451,0.00127,HAT
7752,2455562.016,729.0160069,0.98890825,0.00129,HAT
7753,2455562.019,729.0188429,0.993774846,0.00125,HAT
7754,2455562.022,729.0216554,0.99584558,0.00127,HAT
7755,2455562.027,729.0269683,0.996827476,0.00127,HAT
7756,2455562.03,729.0298157,0.981232671,0.00128,HAT
7757,2455562.033,729.0326631,0.985598423,0.00129,HAT
7758,2455562.035,729.035487,0.984899688,0.00128,HAT
7759,2455562.038,729.038323,0.98353088,0.00126,HAT
7760,2455562.041,729.0414132,1.011281354,0.00128,HAT
7761,2455562.044,729.0442145,0.985770914,0.00128,HAT
7762,2455562.047,729.0470617,0.984545973,0.00128,HAT
7763,2455562.05,729.0499322,0.995928132,0.00126,HAT
7764,2455562.053,729.0527564,1.001520862,0.00125,HAT
7765,2455562.056,729.0555922,0.996607153,0.00128,HAT
7766,2455562.061,729.0609166,1.015893075,0.00126,HAT
7767,2455562.064,729.0637871,0.999263444,0.00127,HAT
7768,2455562.067,729.0666343,1.011411762,0.00128,HAT
7769,2455562.069,729.0694701,0.984972261,0.00128,HAT
7770,2455562.072,729.0723058,1.015210264,0.00127,HAT
7771,2455562.075,729.0750606,0.982163974,0.00129,HAT
7772,2455562.078,729.0778847,1.006190007,0.00127,HAT
7773,2455562.081,729.0807089,1.003977546,0.00125,HAT
7774,2455562.084,729.0838342,0.994067786,0.00125,HAT
7775,2455562.087,729.0866701,1.003811114,0.00129,HAT
7776,2455562.089,729.0894942,0.999401507,0.00126,HAT
7777,2455562.092,729.0922719,1.000635715,0.00128,HAT
7778,2455562.095,729.0950153,0.998941372,0.00129,HAT
7779,2455562.098,729.0978279,1.013071272,0.00127,HAT
7780,2455562.101,729.1005826,0.986633824,0.00129,HAT
7781,2455562.103,729.1033028,0.984382762,0.00127,HAT
7782,2455562.106,729.1060226,0.991562286,0.00129,HAT
7783,2455562.109,729.1088586,0.980302251,0.00129,HAT
7784,2455562.112,729.1116825,0.998361903,0.0013,HAT
7785,2455562.115,729.1145067,1.005152599,0.00129,HAT
7786,2455562.117,729.1172501,0.986324907,0.00129,HAT
7787,2455562.12,729.1200394,0.985888952,0.00129,HAT
7788,2455562.123,729.1228636,1.009122757,0.00128,HAT
7789,2455562.126,729.1259424,0.991260955,0.00127,HAT
7790,2455562.129,729.1287434,0.99205557,0.00127,HAT
7791,2455562.131,729.1314404,0.994470718,0.00129,HAT
7792,2455562.134,729.1342185,1.004995229,0.00128,HAT
7793,2455562.137,729.1370657,1.003912819,0.00127,HAT
7794,2455562.14,729.1398088,1.002425256,0.00129,HAT
7795,2455562.143,729.1426101,1.001290279,0.00128,HAT
7796,2455562.145,729.1453994,0.988680572,0.00128,HAT
7797,2455562.148,729.1481773,1.000571204,0.00128,HAT
7798,2455562.151,729.1509319,1.001308724,0.00128,HAT
7799,2455562.154,729.153652,0.999051785,0.00129,HAT
7800,2455562.156,729.1564183,0.985062985,0.0013,HAT
7801,2455562.159,729.1592195,0.980329338,0.00127,HAT
7802,2455562.162,729.1619742,0.993747388,0.00127,HAT
7803,2455562.165,729.1646826,1.00787808,0.00127,HAT
7804,2455562.168,729.167773,0.999456738,0.0013,HAT
7805,2455562.171,729.1705393,1.012642149,0.00132,HAT
7806,2455562.173,729.1733172,0.990886702,0.00134,HAT
7807,2455562.955,729.9546654,0.89904204,0.00172,HAT
7808,2455562.965,729.9653272,0.999548795,0.00294,HAT
7809,2455562.968,729.9680085,1.011635358,0.00147,HAT
7810,2455562.973,729.9733236,0.973204257,0.00159,HAT
7811,2455562.981,729.9814099,0.933142565,0.00175,HAT
7812,2455562.992,729.9924908,0.988380116,0.00311,HAT
7813,2455562.995,729.9951531,1.006811112,0.00135,HAT
7814,2455562.998,729.9979892,0.978435046,0.0013,HAT
7815,2455563.003,730.0034109,0.9977552,0.00127,HAT
7816,2455563.006,730.0061721,0.992238331,0.00128,HAT
7817,2455563.009,730.0089055,1.023990671,0.00126,HAT
7818,2455563.012,730.0117394,1.02048823,0.00128,HAT
7819,2455563.015,730.0145056,1.004874904,0.00126,HAT
7820,2455563.017,730.0173128,1.016155097,0.00127,HAT
7821,2455563.02,730.0200941,0.995240407,0.00127,HAT
7822,2455563.023,730.022956,1.011458341,0.00125,HAT
7823,2455563.026,730.0257933,0.98990154,0.00129,HAT
7824,2455563.029,730.028631,0.992302305,0.00128,HAT
7825,2455563.031,730.0314857,0.997571424,0.00127,HAT
7826,2455563.035,730.0345667,0.992832534,0.00129,HAT
7827,2455563.037,730.0374001,1.01394874,0.00127,HAT
7828,2455563.04,730.0401568,1.013771318,0.00127,HAT
7829,2455563.043,730.0428831,0.991041863,0.00127,HAT
7830,2455563.046,730.0457048,0.996111605,0.00127,HAT
7831,2455563.049,730.0485111,1.000654148,0.00126,HAT
7832,2455563.051,730.0512791,1.012175917,0.00126,HAT
7833,2455563.054,730.0541124,0.991891115,0.00128,HAT
7834,2455563.057,730.056934,0.991617083,0.00128,HAT
7835,2455563.06,730.0596867,0.987706701,0.00127,HAT
7836,2455563.062,730.0624476,1.019858688,0.00126,HAT
7837,2455563.065,730.0653078,1.002000642,0.00126,HAT
7838,2455563.068,730.0681402,0.996001517,0.00125,HAT
7839,2455563.071,730.0710001,1.001198061,0.00128,HAT
7840,2455563.074,730.0737571,1.004393746,0.00127,HAT
7841,2455563.077,730.0769141,1.010034015,0.00127,HAT
7842,2455563.08,730.079667,0.989792138,0.00125,HAT
7843,2455563.082,730.0824465,0.986579302,0.00126,HAT
7844,2455563.085,730.0851766,1.00231447,0.00128,HAT
7845,2455563.091,730.0905036,0.99212867,0.00127,HAT
7846,2455563.093,730.0933557,0.995130415,0.00127,HAT
7847,2455563.096,730.0961734,0.997856292,0.00127,HAT
7848,2455563.099,730.0989419,0.992887401,0.00127,HAT
7849,2455563.102,730.1016679,0.990704191,0.00126,HAT
7850,2455563.105,730.1045164,0.999281851,0.00128,HAT
7851,2455563.107,730.1073109,0.994241759,0.00129,HAT
7852,2455563.11,730.1101577,0.993655864,0.00129,HAT
7853,2455563.113,730.1129967,1.007469715,0.00129,HAT
7854,2455563.116,730.1157762,0.992512534,0.0013,HAT
7855,2455563.119,730.1189776,0.982326817,0.00129,HAT
7856,2455563.122,730.1218387,1.009987503,0.00127,HAT
7857,2455563.125,730.1246071,0.993125195,0.00126,HAT
7858,2455563.127,730.1274555,0.970483151,0.00127,HAT
7859,2455563.13,730.1302882,1.000801621,0.00125,HAT
7860,2455563.133,730.133122,1.002120624,0.00126,HAT
7861,2455563.136,730.1359848,0.995387081,0.00129,HAT
7862,2455563.139,730.138724,0.993738235,0.00128,HAT
7863,2455563.142,730.1415673,0.999143805,0.00126,HAT
7864,2455563.144,730.1443544,1.010145655,0.00127,HAT
7865,2455563.147,730.1471731,1.013883371,0.00126,HAT
7866,2455563.15,730.1499628,1.00271151,0.00126,HAT
7867,2455563.153,730.1527509,0.985453191,0.00127,HAT
7868,2455563.156,730.1556104,1.001428622,0.00128,HAT
7869,2455563.158,730.1584473,0.996818295,0.00129,HAT
7870,2455563.162,730.1615721,1.004504762,0.00128,HAT
7871,2455563.164,730.1644148,0.995772206,0.00127,HAT
7872,2455563.167,730.1672629,1.011793768,0.00129,HAT
7873,2455563.17,730.1700909,1.003940559,0.00128,HAT
7874,2455563.173,730.1728341,0.989473118,0.00133,HAT
7875,2455563.786,730.7858872,0.987706701,0.00228,HAT
7876,2455563.789,730.7885895,1.001917587,0.0022,HAT
7877,2455563.791,730.7912287,0.994910467,0.00217,HAT
7878,2455563.794,730.7938561,1.008713887,0.00213,HAT
7879,2455563.796,730.7964834,0.991580551,0.00192,HAT
7880,2455563.799,730.799215,0.985389658,0.00219,HAT
7881,2455563.802,730.8022593,1.003293503,0.00177,HAT
7882,2455563.805,730.8050255,0.979706524,0.00152,HAT
7883,2455563.808,730.8079307,0.994214288,0.0015,HAT
7884,2455563.811,730.8107087,0.988981118,0.00145,HAT
7885,2455563.814,730.8135096,1.009457409,0.00145,HAT
7886,2455563.816,730.816357,0.999401507,0.00142,HAT
7887,2455563.819,730.8190538,0.982344912,0.00143,HAT
7888,2455563.822,730.8217394,0.988243576,0.00141,HAT
7889,2455563.824,730.8244246,0.984672933,0.00142,HAT
7890,2455563.827,730.8270867,0.994773025,0.00143,HAT
7891,2455563.83,730.8297488,0.998545825,0.00147,HAT
7892,2455563.832,730.8323763,1.003903573,0.00147,HAT
7893,2455563.835,730.8351197,1.014163556,0.00142,HAT
7894,2455563.838,730.8377584,0.987070108,0.0015,HAT
7895,2455563.84,730.8404786,1.007636754,0.00146,HAT
7896,2455563.843,730.8434763,0.996910109,0.0014,HAT
7897,2455563.846,730.8461616,1.001659236,0.00141,HAT
7898,2455563.849,730.8489048,0.995432922,0.0014,HAT
7899,2455563.852,730.8515787,0.996065734,0.0014,HAT
7900,2455563.854,730.85431,0.993765693,0.00137,HAT
7901,2455563.857,730.8569955,0.998242371,0.00143,HAT
7902,2455563.86,730.8597384,0.998003352,0.00152,HAT
7903,2455563.863,730.8625049,0.993125195,0.00145,HAT
7904,2455563.865,730.8651901,0.989673633,0.00142,HAT
7905,2455563.868,730.8678754,0.993774846,0.00137,HAT
7906,2455563.871,730.8706185,1.000773968,0.00139,HAT
7907,2455563.873,730.8733387,0.990147739,0.0014,HAT
7908,2455563.876,730.8760356,0.994049474,0.00138,HAT
7909,2455563.879,730.8788133,0.99916221,0.00138,HAT
7910,2455563.882,730.8815218,0.98217302,0.00136,HAT
7911,2455563.885,730.8846587,0.988871818,0.00136,HAT
7912,2455563.887,730.8873784,1.009448112,0.00137,HAT
7913,2455563.89,730.8900984,1.008648855,0.00138,HAT
7914,2455563.893,730.8929227,0.991854573,0.00137,HAT
7915,2455563.896,730.895689,0.991407043,0.00138,HAT
7916,2455563.898,730.898409,0.992530817,0.00138,HAT
7917,2455563.901,730.9011291,0.999548795,0.00138,HAT
7918,2455563.904,730.9038839,0.992613094,0.00137,HAT
7919,2455563.907,730.9066153,1.000985992,0.00137,HAT
7920,2455563.909,730.9093008,0.995277073,0.00137,HAT
7921,2455563.912,730.9120092,0.982308722,0.00136,HAT
7922,2455563.915,730.9146945,0.989454892,0.00138,HAT
7923,2455563.917,730.9174376,0.98788866,0.00137,HAT
7924,2455563.92,730.9201346,0.988134357,0.00139,HAT
7925,2455563.923,730.9229356,0.996579616,0.00142,HAT
7926,2455563.926,730.9259566,0.996708128,0.00139,HAT
7927,2455563.929,730.9286766,0.993308153,0.00137,HAT
7928,2455563.932,730.9316512,0.997148867,0.00139,HAT
7929,2455563.934,730.9344176,0.994708891,0.00146,HAT
7930,2455563.937,730.9371722,0.989163312,0.00145,HAT
7931,2455563.94,730.9398807,0.999014979,0.00139,HAT
7932,2455563.943,730.9426122,0.983675829,0.00138,HAT
7933,2455563.945,730.9454482,0.986561129,0.00142,HAT
7934,2455563.947,730.946838,1.005884231,0.00169,HAT
7935,2455563.948,730.9481101,1.004643549,0.0014,HAT
7936,2455563.95,730.9499392,0.996423588,0.00269,HAT
7937,2455563.951,730.9507957,0.979165268,0.00139,HAT
7938,2455563.953,730.9534923,1.000903021,0.00138,HAT
7939,2455563.956,730.9561662,1.001963728,0.00138,HAT
7940,2455563.959,730.9588629,1.009262182,0.00138,HAT
7941,2455563.962,730.9615945,0.987961453,0.00137,HAT
7942,2455563.964,730.964349,0.994012853,0.00138,HAT
7943,2455563.967,730.9673472,0.999005778,0.0014,HAT
7944,2455563.97,730.9702407,0.992229192,0.00143,HAT
7945,2455563.973,730.9730417,1.000479052,0.00144,HAT
7946,2455563.976,730.975947,1.002277544,0.00145,HAT
7947,2455563.979,730.9788753,1.007358372,0.0014,HAT
7948,2455563.984,730.9837135,0.97071558,0.00322,HAT
7949,2455563.984,730.9843387,0.977786417,0.00145,HAT
7950,2455563.987,730.9871975,1.005560025,0.00145,HAT
7951,2455563.99,730.9898595,1.001207283,0.00145,HAT
7952,2455563.993,730.9925217,0.992037296,0.00144,HAT
7953,2455563.995,730.9951608,0.988079753,0.00145,HAT
7954,2455563.998,730.9978227,0.999401507,0.00142,HAT
7955,2455564.001,731.0005082,0.988880926,0.00144,HAT
7956,2455564.003,731.0031588,0.996818295,0.00149,HAT
7957,2455564.006,731.0057979,0.996139129,0.00152,HAT
7958,2455564.009,731.0087958,1.010666801,0.0015,HAT
7959,2455564.011,731.0114461,0.994086097,0.00146,HAT
7960,2455564.014,731.0140967,0.999429122,0.00146,HAT
7961,2455564.017,731.0168399,0.992933127,0.00142,HAT
7962,2455564.02,731.0195485,0.986597476,0.00143,HAT
7963,2455564.022,731.0221989,0.983367838,0.0015,HAT
7964,2455564.025,731.0248841,0.99991711,0.00148,HAT
7965,2455564.026,731.0257639,1.00821232,0.00356,HAT
7966,2455564.028,731.0275349,0.995891441,0.00153,HAT
7967,2455564.029,731.0287039,1.001520862,0.00252,HAT
7968,2455564.03,731.0302199,0.996827476,0.00154,HAT
7969,2455564.031,731.0313775,0.993710777,0.00252,HAT
7970,2455564.033,731.0329172,1.000423765,0.00146,HAT
7971,2455564.034,731.0340514,0.986651999,0.00262,HAT
7972,2455564.036,731.0357064,1.011933562,0.00145,HAT
7973,2455564.037,731.0366787,1.008509515,0.0023,HAT
7974,2455564.038,731.0384034,0.991416175,0.00144,HAT
7975,2455564.039,731.0393176,1.023415523,0.002,HAT
7976,2455564.041,731.0412043,1.023509787,0.00145,HAT
7977,2455564.042,731.0420146,1.001013651,0.00184,HAT
7978,2455564.044,731.043936,0.994800512,0.00144,HAT
7979,2455564.045,731.0448272,1.000571204,0.00177,HAT
7980,2455564.047,731.0466673,1.018488196,0.0015,HAT
7981,2455564.048,731.0476052,1.014228943,0.00185,HAT
7982,2455564.05,731.0497116,1.000773968,0.00147,HAT
7983,2455564.05,731.0502787,1.010648184,0.00169,HAT
7984,2455564.052,731.0524199,0.99332645,0.00147,HAT
7985,2455564.053,731.0530221,1.016389103,0.00164,HAT
7986,2455564.056,731.0557999,0.999963159,0.00164,HAT
7987,2455564.058,731.057733,0.986561129,0.00155,HAT
7988,2455564.059,731.0585661,1.010899543,0.00162,HAT
7989,2455564.06,731.0604761,1.013892709,0.00159,HAT
7990,2455564.061,731.0613095,1.003774133,0.00165,HAT
7991,2455564.063,731.0631612,0.993665016,0.00156,HAT
7992,2455564.064,731.0640293,0.982426345,0.00173,HAT
7993,2455564.066,731.0658235,0.969009422,0.00154,HAT
7994,2455564.067,731.0667841,0.983847984,0.00181,HAT
7995,2455564.07,731.0700481,1.011039213,0.00196,HAT
7996,2455564.073,731.0728029,0.984020169,0.00194,HAT
7997,2455564.076,731.0755691,0.997470361,0.00204,HAT
7998,2455564.078,731.0782662,1.004745339,0.00213,HAT
7999,2455564.081,731.0809051,1.009308661,0.00189,HAT
8000,2455564.084,731.0835787,0.982806454,0.00185,HAT
8001,2455564.086,731.0862409,0.976544414,0.00171,HAT
8002,2455564.089,731.0889492,1.008936886,0.0018,HAT
8003,2455564.092,731.0916116,1.00496746,0.00159,HAT
8004,2455564.094,731.0944355,1.005615596,0.00165,HAT
8005,2455564.097,731.0971788,0.988999336,0.00156,HAT
8006,2455564.1,731.0999337,0.999742144,0.00166,HAT
8007,2455564.103,731.1026074,1.019314025,0.00168,HAT
8008,2455564.105,731.1053736,1.022708817,0.00189,HAT
8009,2455564.108,731.1081052,0.996946837,0.00202,HAT
8010,2455564.111,731.111184,1.012651476,0.00214,HAT
8011,2455564.114,731.1139967,1.003219581,0.00224,HAT
8012,2455564.117,731.1167166,1.01637038,0.00245,HAT
8013,2455564.119,731.1194019,1.008379481,0.00239,HAT
8014,2455564.122,731.1220292,0.998444663,0.0025,HAT
8015,2455564.125,731.1246685,1.011402447,0.00241,HAT
8016,2455564.127,731.1272958,1.002693039,0.00309,HAT
8017,2455564.145,731.145491,0.985489497,0.00383,HAT
8018,2455564.148,731.1481067,1.017110177,0.00251,HAT
8019,2455564.154,731.1536746,1.015565643,0.00326,HAT
8020,2455564.156,731.1562668,0.982634482,0.00324,HAT
8021,2455564.159,731.1588944,0.996818295,0.00312,HAT
8022,2455564.162,731.1615334,0.991480096,0.00314,HAT
8023,2455564.164,731.1642071,1.009708471,0.00261,HAT
8024,2455564.167,731.1668807,0.995350411,0.00316,HAT
8025,2455564.17,731.1695313,0.964193057,0.0026,HAT
8026,2455564.172,731.1723556,0.988780744,0.00234,HAT
8027,2455564.784,731.7835286,0.991936794,0.0014,HAT
8028,2455564.786,731.7862462,1.000617283,0.0014,HAT
8029,2455564.789,731.7888969,0.992978854,0.00139,HAT
8030,2455564.792,731.7915938,0.99332645,0.00139,HAT
8031,2455564.794,731.7942676,0.998738979,0.0014,HAT
8032,2455564.797,731.7969413,1.000488267,0.0014,HAT
8033,2455564.8,731.7996731,1.001161177,0.00139,HAT
8034,2455564.802,731.8023813,1.000921458,0.0014,HAT
8035,2455564.805,731.8050666,0.988380116,0.00138,HAT
8036,2455564.808,731.8077635,0.997562236,0.00139,HAT
8037,2455564.811,731.8107498,0.981196522,0.00138,HAT
8038,2455564.813,731.8134118,1.003469091,0.00139,HAT
8039,2455564.816,731.8160626,1.015593704,0.0014,HAT
8040,2455564.819,731.8187593,1.010899543,0.00139,HAT
8041,2455564.821,731.8214676,0.997488736,0.00138,HAT
8042,2455564.824,731.8241532,1.00573601,0.00141,HAT
8043,2455564.827,731.8268036,1.000359268,0.00139,HAT
8044,2455564.829,731.8294545,1.001816084,0.00139,HAT
8045,2455564.832,731.8321511,0.977192219,0.00139,HAT
8046,2455564.835,731.8348016,1.004282743,0.0014,HAT
8047,2455564.837,731.8374408,0.999631654,0.00139,HAT
8048,2455564.84,731.8401606,0.99163535,0.0014,HAT
8049,2455564.843,731.8428925,1.013836681,0.00139,HAT
8050,2455564.848,731.8481242,0.995267907,0.00141,HAT
8051,2455564.851,731.8510873,0.995121249,0.00142,HAT
8052,2455564.856,731.8563537,0.995212907,0.00139,HAT
8053,2455564.859,731.8591081,0.998490644,0.00139,HAT
8054,2455564.862,731.8618628,0.991598817,0.00139,HAT
8055,2455564.865,731.8645368,1.002434488,0.00139,HAT
8056,2455564.867,731.8672451,0.991818032,0.00141,HAT
8057,2455564.87,731.8698725,1.012595516,0.00141,HAT
8058,2455564.873,731.8725,1.007738846,0.0014,HAT
8059,2455564.875,731.875243,0.992256608,0.00138,HAT
8060,2455564.878,731.8779515,1.002868522,0.00139,HAT
8061,2455564.881,731.8806367,1.007952346,0.00141,HAT
8062,2455564.883,731.8833105,1.002868522,0.00139,HAT
8063,2455564.886,731.8859726,0.999429122,0.00139,HAT
8064,2455564.889,731.8886928,0.997939011,0.00139,HAT
8065,2455564.892,731.8916674,0.999272648,0.00139,HAT
8066,2455564.894,731.8943525,0.992997145,0.00139,HAT
8067,2455564.897,731.8970148,0.989655403,0.00141,HAT
8068,2455564.9,731.899677,0.988780744,0.0014,HAT
8069,2455564.902,731.902339,1.004486259,0.00146,HAT
8070,2455564.905,731.9049897,0.995377914,0.00147,HAT
8071,2455564.908,731.9076749,0.986642911,0.0014,HAT
8072,2455564.91,731.9103372,0.980157799,0.00145,HAT
8073,2455564.913,731.913057,0.979932136,0.00155,HAT
8074,2455564.916,731.9157078,0.999686897,0.00155,HAT
8075,2455564.918,731.9183931,0.990713315,0.00162,HAT
8076,2455564.921,731.9210088,0.990576453,0.00183,HAT
8077,2455564.924,731.9236246,0.990238939,0.00191,HAT
8078,2455564.926,731.9262983,0.986261318,0.00141,HAT
8079,2455564.929,731.92903,0.984545973,0.00169,HAT
8080,2455564.932,731.9319816,0.995781377,0.00162,HAT
8081,2455564.935,731.9346204,0.999217427,0.00143,HAT
8082,2455564.937,731.9372711,0.998058505,0.00142,HAT
8083,2455564.942,731.9424795,1.010201479,0.00146,HAT
8084,2455564.945,731.9451186,1.003811114,0.0014,HAT
8085,2455564.948,731.9477694,0.981756985,0.00141,HAT
8086,2455564.95,731.9504544,0.992475969,0.00141,HAT
8087,2455564.953,731.9531396,1.00091224,0.00141,HAT
8088,2455564.956,731.9558251,0.9975898,0.0014,HAT
8089,2455564.958,731.9584639,0.998472252,0.00141,HAT
8090,2455564.961,731.9611261,0.98416519,0.00142,HAT
8091,2455564.966,731.9663349,0.995827236,0.00142,HAT
8092,2455564.969,731.9690082,1.015013924,0.00141,HAT
8093,2455564.972,731.9719599,0.998463055,0.00142,HAT
8094,2455564.975,731.9745989,0.989372876,0.00141,HAT
8095,2455564.977,731.9772263,1.000027631,0.00141,HAT
8096,2455564.98,731.979958,1.002452954,0.00143,HAT
8097,2455564.983,731.98262,0.98911776,0.00142,HAT
8098,2455564.985,731.9853054,0.995588795,0.00141,HAT
8099,2455564.988,731.9879674,1.012576864,0.00143,HAT
8100,2455564.991,731.9906758,1.001345614,0.00143,HAT
8101,2455564.993,731.9933033,0.988607726,0.00142,HAT
8102,2455564.996,731.9959422,1.002231388,0.00145,HAT
8103,2455564.999,731.9986046,0.995946478,0.00145,HAT
8104,2455565.001,732.0012783,0.989746558,0.00146,HAT
8105,2455565.004,732.0039519,0.996983567,0.00147,HAT
8106,2455565.007,732.0066025,0.997929819,0.00147,HAT
8107,2455565.009,732.0092417,1.008472361,0.00146,HAT
8108,2455565.012,732.0122392,0.994324178,0.00158,HAT
8109,2455565.015,732.0149129,0.994644762,0.00167,HAT
8110,2455565.018,732.017575,0.978786566,0.0015,HAT
8111,2455565.02,732.0202605,1.017269445,0.00147,HAT
8112,2455565.023,732.0228994,1.005800854,0.00147,HAT
8113,2455565.026,732.02555,1.001317946,0.00145,HAT
8114,2455565.028,732.0282121,0.991333997,0.00147,HAT
8115,2455565.031,732.0308859,0.989263533,0.00146,HAT
8116,2455565.034,732.0335363,1.002803867,0.00146,HAT
8117,2455565.036,732.0362217,0.986951929,0.00156,HAT
8118,2455565.039,732.0388954,0.996680589,0.00149,HAT
8119,2455565.042,732.0415344,1.00176995,0.00149,HAT
8120,2455565.044,732.0441849,1.010918164,0.00155,HAT
8121,2455565.047,732.0468123,1.007042965,0.0016,HAT
8122,2455565.049,732.0494398,1.002914707,0.00157,HAT
8123,2455565.052,732.0523797,1.000138165,0.00172,HAT
8124,2455565.055,732.0550186,1.00105053,0.00151,HAT
8125,2455565.058,732.0576348,1.005532241,0.0015,HAT
8126,2455565.06,732.0602852,0.986261318,0.00151,HAT
8127,2455565.063,732.062901,1.003783379,0.00153,HAT
8128,2455565.779,732.7794239,1.005060025,0.00143,HAT
8129,2455565.782,732.7821536,0.992384563,0.00144,HAT
8130,2455565.785,732.7848158,1.006885299,0.00142,HAT
8131,2455565.788,732.7875127,0.992475969,0.00142,HAT
8132,2455565.79,732.7901751,0.98886271,0.00143,HAT
8133,2455565.793,732.7928488,1.003718664,0.00144,HAT
8134,2455565.795,732.7954646,0.999005778,0.00145,HAT
8135,2455565.798,732.7981154,0.996129955,0.00144,HAT
8136,2455565.801,732.8007773,0.983567115,0.00142,HAT
8137,2455565.803,732.8034278,1.001179619,0.00143,HAT
8138,2455565.806,732.8060667,0.999613241,0.00142,HAT
8139,2455565.809,732.809053,0.997837911,0.00142,HAT
8140,2455565.812,732.811773,0.984428096,0.00142,HAT
8141,2455565.814,732.8144006,1.001373283,0.00143,HAT
8142,2455565.817,732.8170395,0.984863404,0.00144,HAT
8143,2455565.82,732.8196902,1.010545797,0.00144,HAT
8144,2455565.822,732.8223522,0.997415241,0.00142,HAT
8145,2455565.825,732.8250142,1.001862221,0.00143,HAT
8146,2455565.828,732.8276882,0.987815872,0.00143,HAT
8147,2455565.83,732.8303502,1.003616979,0.00143,HAT
8148,2455565.833,732.8330124,0.99584558,0.00142,HAT
8149,2455565.836,732.8356397,1.001751497,0.00143,HAT
8150,2455565.838,732.8382671,0.979183305,0.00143,HAT
8151,2455565.841,732.8409064,0.99436997,0.00146,HAT
8152,2455565.844,732.8435684,0.993180079,0.00144,HAT
8153,2455565.846,732.8462307,1.001437846,0.00144,HAT
8154,2455565.849,732.8491589,0.994131878,0.00143,HAT
8155,2455565.852,732.8518324,1.009671273,0.00143,HAT
8156,2455565.855,732.8545063,1.005337772,0.00144,HAT
8157,2455565.857,732.8571454,0.998968974,0.00144,HAT
8158,2455565.86,732.8597842,1.000875365,0.00146,HAT
8159,2455565.862,732.8624232,0.99160795,0.00144,HAT
8160,2455565.865,732.8650506,0.987897758,0.00142,HAT
8161,2455565.868,732.8677242,0.998711383,0.00142,HAT
8162,2455565.87,732.8703978,1.008992644,0.00145,HAT
8163,2455565.873,732.8730488,0.988143459,0.00143,HAT
8164,2455565.876,732.875676,0.998426271,0.00143,HAT
8165,2455565.878,732.8783381,0.999834228,0.00142,HAT
8166,2455565.881,732.8809772,0.993463693,0.00143,HAT
8167,2455565.884,732.8836508,0.993976233,0.00142,HAT
8168,2455565.886,732.8863593,1.01576209,0.00142,HAT
8169,2455565.889,732.8893107,0.997911437,0.00142,HAT
8170,2455565.892,732.8919844,1.01083437,0.00143,HAT
8171,2455565.895,732.8947047,0.99160795,0.00144,HAT
8172,2455565.897,732.8973666,0.999051785,0.00141,HAT
8173,2455565.9,732.9000056,1.00814732,0.00143,HAT
8174,2455565.903,732.9026796,1.007543951,0.00142,HAT
8175,2455565.905,732.9053414,1.008453784,0.00143,HAT
8176,2455565.908,732.9080151,1.016332936,0.00142,HAT
8177,2455565.911,732.9106426,1.015275719,0.00144,HAT
8178,2455565.913,732.9133162,0.993289855,0.00144,HAT
8179,2455565.916,732.9159786,0.987633926,0.00144,HAT
8180,2455565.919,732.9186638,0.994360811,0.00143,HAT
8181,2455565.921,732.9213375,1.000589636,0.00147,HAT
8182,2455565.924,732.9239997,0.994067786,0.00144,HAT
8183,2455565.927,732.9266385,0.993582652,0.00143,HAT
8184,2455565.93,732.9295903,0.999668483,0.00146,HAT
8185,2455565.932,732.9322754,0.989919775,0.00159,HAT
8186,2455565.935,732.9349262,1.004264243,0.00149,HAT
8187,2455565.938,732.9375881,0.989372876,0.00149,HAT
8188,2455565.94,732.9402385,1.013276569,0.0015,HAT
8189,2455565.943,732.9429008,1.003949806,0.00155,HAT
8190,2455565.948,732.9481444,0.996671409,0.00145,HAT
8191,2455565.951,732.9508524,1.012763404,0.00145,HAT
8192,2455565.953,732.9534915,1.000285561,0.00144,HAT
8193,2455565.956,732.9561188,1.004560275,0.00146,HAT
