,trial,End_Time(yrs),whole_system_stable,planet
2166,5226,416984.515,no,0
2167,5226,416984.515,no,1
2168,5226,421047.0341,no,2
2169,5227,283476.3706,no,0
2170,5227,730.4825244,no,1
2171,5227,730.4825244,no,2
2172,5228,14571.99527,no,0
2173,5228,1158.252114,no,1
2174,5228,1158.252114,no,2
2175,5229,77460.82706,no,0
2176,5229,33814.24933,no,1
2177,5229,33814.24933,no,2
2178,5230,245.8767649,no,0
2179,5230,245.8767649,no,1
2180,5230,466.6505425,no,2
2181,5231,19114.76325,no,0
2182,5231,19114.76325,no,1
2183,5231,20885.69474,no,2
2184,5232,1000614.648,yes,0
2185,5232,1000614.648,yes,1
2186,5232,1000614.648,yes,2
2187,5233,143539.04,no,0
2188,5233,143539.04,no,1
2189,5233,145148.6374,no,2
2190,5234,1000614.648,yes,0
2191,5234,1000614.648,yes,1
2192,5234,1000614.648,yes,2
2193,5236,44294.157,no,0
2194,5236,31085.10838,no,1
2195,5236,31085.10838,no,2
2196,5237,1000614.648,yes,0
2197,5237,1000614.648,yes,1
2198,5237,1000614.648,yes,2
2199,5238,1000614.648,yes,0
2200,5238,1000614.648,yes,1
2201,5238,1000614.648,yes,2
2202,5239,639026.519,no,0
2203,5239,494284.4383,no,1
2204,5239,494284.4383,no,2
2205,5240,8106.528278,no,0
2206,5240,8063.773192,no,1
2207,5240,8063.773192,no,2
2208,5241,258.6897055,no,0
2209,5241,258.6897055,no,1
2210,5241,4088.938625,no,2
2211,5242,629.4503517,no,0
2212,5242,1000614.648,no,1
2213,5242,160.585178,no,2
2214,5243,1000614.648,yes,0
2215,5243,1000614.648,yes,1
2216,5243,1000614.648,yes,2
2217,5244,4517.474958,no,0
2218,5244,99.6494042,no,1
2219,5244,99.6494042,no,2
2220,5245,9886.828597,no,0
2221,5245,9886.828597,no,1
2222,5245,116620.1232,no,2
2223,5246,5088.151687,no,0
2224,5246,3726.973811,no,1
2225,5246,3726.973811,no,2
2226,5247,1000614.648,yes,0
2227,5247,1000614.648,yes,1
2228,5247,1000614.648,yes,2
2229,5248,1963.388544,no,0
2230,5248,1963.388544,no,1
2231,5248,6067.686914,no,2
2232,5249,1561.070092,no,0
2233,5249,1561.070092,no,1
2234,5249,3653.531476,no,2
2235,5250,92356.47364,no,0
2236,5250,52414.00383,no,1
2237,5250,52414.00383,no,2
2238,5251,76.6077946,no,0
2239,5251,76.6077946,no,1
2240,5251,223.2891925,no,2
2241,5252,1000614.648,yes,0
2242,5252,1000614.648,yes,1
2243,5252,1000614.648,yes,2
2244,5253,72.8428642,no,0
2245,5253,72.8428642,no,1
2246,5253,90.1114531,no,2
2247,5254,14963.2796,no,0
2248,5254,9889.672378,no,1
2249,5254,9889.672378,no,2
2250,5255,5300.540095,no,0
2251,5255,1421.623241,no,1
2252,5255,1421.623241,no,2
2253,5256,1000614.648,yes,0
2254,5256,1000614.648,yes,1
2255,5256,1000614.648,yes,2
2256,5257,1000614.648,yes,0
2257,5257,1000614.648,yes,1
2258,5257,1000614.648,yes,2
2259,5258,1000614.648,yes,0
2260,5258,1000614.648,yes,1
2261,5258,1000614.648,yes,2
2262,5259,104179.7737,no,0
2263,5259,29443.86559,no,1
2264,5259,29443.86559,no,2
2265,5260,2442.030229,no,0
2266,5260,2442.030229,no,1
2267,5260,7305.137416,no,2
2268,5261,1000614.648,yes,0
2269,5261,1000614.648,yes,1
2270,5261,1000614.648,yes,2
2271,5262,103.7038526,no,0
2272,5262,103.7038526,no,1
2273,5262,1051.682633,no,2
2274,5263,1000614.648,yes,0
2275,5263,1000614.648,yes,1
2276,5263,1000614.648,yes,2
2277,5264,659.1665831,no,0
2278,5264,258.2063637,no,1
2279,5264,258.2063637,no,2
2280,5265,2319.062957,no,0
2281,5265,166.6292574,no,1
2282,5265,166.6292574,no,2
2283,5266,502.6059913,no,0
2284,5266,499.7170007,no,1
2285,5266,499.7170007,no,2
2286,5267,6661.04718,no,0
2287,5267,6661.04718,no,1
2288,5267,11456.21988,no,2
2289,5268,4566.847738,no,0
2290,5268,4566.847738,no,1
2291,5268,84954.02239,no,2
2292,5269,64721.7238,no,0
2293,5269,64721.7238,no,1
2294,5269,71242.49191,no,2
2295,5270,1000614.648,yes,0
2296,5270,1000614.648,yes,1
2297,5270,1000614.648,yes,2
2298,5271,6117.994529,no,0
2299,5271,6117.994529,no,1
2300,5271,7034.974749,no,2
2301,5272,142.2513807,no,0
2302,5272,142.2513807,no,1
2303,5272,4395.360871,no,2
2304,5273,2501.716777,no,0
2305,5273,2501.716777,no,1
2306,5273,7446.52412,no,2
2307,5274,33898.07359,no,0
2308,5274,33898.07359,no,1
2309,5274,65909.61139,no,2
2310,5275,537.9958098,no,0
2311,5275,537.9958098,no,1
2312,5275,544.2240149,no,2
2313,5276,1000614.648,yes,0
2314,5276,1000614.648,yes,1
2315,5276,1000614.648,yes,2
2316,5277,1000614.648,yes,0
2317,5277,1000614.648,yes,1
2318,5277,1000614.648,yes,2
2319,5278,1004.464135,no,0
2320,5278,1004.464135,no,1
2321,5278,3897.330579,no,2
2322,5279,1000614.648,yes,0
2323,5279,1000614.648,yes,1
2324,5279,1000614.648,yes,2
2325,5280,1000614.648,yes,0
2326,5280,1000614.648,yes,1
2327,5280,1000614.648,yes,2
2328,5281,1000614.648,yes,0
2329,5281,1000614.648,yes,1
2330,5281,1000614.648,yes,2
2331,5282,1000614.648,yes,0
2332,5282,1000614.648,yes,1
2333,5282,1000614.648,yes,2
2334,5283,1000614.648,yes,0
2335,5283,1000614.648,yes,1
2336,5283,1000614.648,yes,2
2337,5284,1000614.648,yes,0
2338,5284,1000614.648,yes,1
2339,5284,1000614.648,yes,2
2340,5285,1000614.648,yes,0
2341,5285,1000614.648,yes,1
2342,5285,1000614.648,yes,2
2343,5286,2392.850004,no,0
2344,5286,2392.850004,no,1
2345,5286,6741.15984,no,2
2346,5287,33324.69363,no,0
2347,5287,33324.69363,no,1
2348,5287,33366.43018,no,2
2349,5288,1000614.648,yes,0
2350,5288,1000614.648,yes,1
2351,5288,1000614.648,yes,2
2352,5289,1000614.648,yes,0
2353,5289,1000614.648,yes,1
2354,5289,1000614.648,yes,2
2355,5290,3808.444784,no,0
2356,5290,3808.444784,no,1
2357,5290,4444.58153,no,2
2358,5291,729.0096707,no,0
2359,5291,729.0096707,no,1
2360,5291,6352.058004,no,2
2361,5292,2686.439905,no,0
2362,5292,2686.439905,no,1
2363,5292,7435.062117,no,2
2364,5293,1000614.648,yes,0
2365,5293,1000614.648,yes,1
2366,5293,1000614.648,yes,2
2367,5294,16694.89841,no,0
2368,5294,16694.89841,no,1
2369,5294,24707.68557,no,2
2370,5295,747.773659,no,0
2371,5295,747.773659,no,1
2372,5295,975.0629581,no,2
2373,5296,1000614.648,yes,0
2374,5296,1000614.648,yes,1
2375,5296,1000614.648,yes,2
2376,5297,209849.5819,no,0
2377,5297,24594.22901,no,1
2378,5297,24594.22901,no,2
2379,5298,1000614.648,yes,0
2380,5298,1000614.648,yes,1
2381,5298,1000614.648,yes,2
2382,5299,802.604666,no,0
2383,5299,177.300116,no,1
2384,5299,177.300116,no,2
2385,5300,81711.32708,no,0
2386,5300,1610.228812,no,1
2387,5300,1610.228812,no,2
2388,5302,1085.756947,no,0
2389,5302,1085.756947,no,1
2390,5302,13084.27755,no,2
2391,5303,131.4028648,no,0
2392,5303,131.4028648,no,1
2393,5303,1000614.648,no,2
2394,5304,1000614.648,yes,0
2395,5304,1000614.648,yes,1
2396,5304,1000614.648,yes,2
2397,5305,1000614.648,yes,0
2398,5305,1000614.648,yes,1
2399,5305,1000614.648,yes,2
2400,5306,1000614.648,yes,0
2401,5306,1000614.648,yes,1
2402,5306,1000614.648,yes,2
2403,5307,1615.112856,no,0
2404,5307,1615.112856,no,1
2405,5307,2988.238416,no,2
2406,5308,1000614.648,yes,0
2407,5308,1000614.648,yes,1
2408,5308,1000614.648,yes,2
2409,5310,42307.1469,no,0
2410,5310,10254.63154,no,1
2411,5310,10254.63154,no,2
2412,5311,1000614.648,yes,0
2413,5311,1000614.648,yes,1
2414,5311,1000614.648,yes,2
2415,5312,946010.7759,no,0
2416,5312,938590.5228,no,1
2417,5312,938590.5228,no,2
2418,5313,1000614.648,yes,0
2419,5313,1000614.648,yes,1
2420,5313,1000614.648,yes,2
2421,5314,1000614.648,yes,0
2422,5314,1000614.648,yes,1
2423,5314,1000614.648,yes,2
2424,5315,1000614.648,yes,0
2425,5315,1000614.648,yes,1
2426,5315,1000614.648,yes,2
2427,5316,1276.210668,no,0
2428,5316,1276.210668,no,1
2429,5316,3212.945592,no,2
2430,5317,26453.90191,no,0
2431,5317,26453.90191,no,1
2432,5317,26496.75259,no,2
2433,5318,3290.652181,no,0
2434,5318,3290.652181,no,1
2435,5318,49156.49963,no,2
2436,5319,1000614.648,yes,0
2437,5319,1000614.648,yes,1
2438,5319,1000614.648,yes,2
2439,5320,79156.01707,no,0
2440,5320,3028.534748,no,1
2441,5320,3028.534748,no,2
2442,5321,177666.8497,no,0
2443,5321,177666.8497,no,1
2444,5321,193345.358,no,2
2445,5322,1000614.648,yes,0
2446,5322,1000614.648,yes,1
2447,5322,1000614.648,yes,2
2448,5323,1682.624198,no,0
2449,5323,605.3316922,no,1
2450,5323,605.3316922,no,2
2451,5324,2080.772208,no,0
2452,5324,2080.772208,no,1
2453,5324,10113.3596,no,2
2454,5325,7278.734128,no,0
2455,5325,7278.734128,no,1
2456,5325,34407.12796,no,2
2457,5326,43740.48902,no,0
2458,5326,3412.927443,no,1
2459,5326,3412.927443,no,2
2460,5327,4985.258522,no,0
2461,5327,4985.258522,no,1
2462,5327,43223.02349,no,2
2463,5328,3368.804366,no,0
2464,5328,322.0807547,no,1
2465,5328,322.0807547,no,2
2466,5329,1000614.648,yes,0
2467,5329,1000614.648,yes,1
2468,5329,1000614.648,yes,2
2469,5330,1000614.648,yes,0
2470,5330,1000614.648,yes,1
2471,5330,1000614.648,yes,2
2472,5331,1397.668361,no,0
2473,5331,1397.668361,no,1
2474,5331,4560.618498,no,2
2475,5332,371.8047325,no,0
2476,5332,371.8047325,no,1
2477,5332,439.6864456,no,2
2478,5333,1000614.648,yes,0
2479,5333,1000614.648,yes,1
2480,5333,1000614.648,yes,2
2481,5334,1424.251656,no,0
2482,5334,305.779219,no,1
2483,5334,305.779219,no,2
2484,5335,194583.9524,no,0
2485,5335,194583.9524,no,1
2486,5335,197846.0639,no,2
2487,5336,1000614.648,yes,0
2488,5336,1000614.648,yes,1
2489,5336,1000614.648,yes,2
2490,5337,2334.893038,no,0
2491,5337,2334.893038,no,1
2492,5337,3116.944042,no,2
2493,5338,1000614.648,yes,0
2494,5338,1000614.648,yes,1
2495,5338,1000614.648,yes,2
2496,5339,1675.327132,no,0
2497,5339,1675.327132,no,1
2498,5339,5085.658979,no,2
2499,5340,10456.95372,no,0
2500,5340,10456.95372,no,1
2501,5340,13125.16742,no,2
2502,5341,1000614.648,yes,0
2503,5341,1000614.648,yes,1
2504,5341,1000614.648,yes,2
2505,5342,1000614.648,no,0
2506,5342,237137.577,no,1
2507,5342,1000614.648,no,2
2508,5343,14212.41309,no,0
2509,5343,4306.340377,no,1
2510,5343,4306.340377,no,2
2511,5344,372.2281272,no,0
2512,5344,372.2281272,no,1
2513,5344,2989.697455,no,2
2514,5345,1000614.648,yes,0
2515,5345,1000614.648,yes,1
2516,5345,1000614.648,yes,2
2517,5346,1000614.648,yes,0
2518,5346,1000614.648,yes,1
2519,5346,1000614.648,yes,2
2520,5347,568.9161663,no,0
2521,5347,568.9161663,no,1
2522,5347,1941.269784,no,2
2523,5348,5626.459842,no,0
2524,5348,5626.459842,no,1
2525,5348,56718.37148,no,2
2526,5349,6712.457418,no,0
2527,5349,1216.281789,no,1
2528,5349,1216.281789,no,2
2529,5350,72698.11236,no,0
2530,5350,72698.11236,no,1
2531,5350,124695.4842,no,2
2532,5351,8438.500344,no,0
2533,5351,8438.500344,no,1
2534,5351,8796.585648,no,2
2535,5352,2542.379408,no,0
2536,5352,2542.379408,no,1
2537,5352,3391.535937,no,2
2538,5353,4694.212956,no,0
2539,5353,898.7288028,no,1
2540,5353,898.7288028,no,2
2541,5354,18014.31711,no,0
2542,5354,18014.31711,no,1
2543,5354,22233.35579,no,2
2544,5355,240569.1063,no,0
2545,5355,240569.1063,no,1
2546,5355,241227.8877,no,2
2547,5356,1000614.648,yes,0
2548,5356,1000614.648,yes,1
2549,5356,1000614.648,yes,2
2550,5357,38764.30286,no,0
2551,5357,38764.30286,no,1
2552,5357,40308.75984,no,2
2553,5358,131.6795979,no,0
2554,5358,131.6795979,no,1
2555,5358,192.3920162,no,2
2556,5359,123.8200458,no,0
2557,5359,82.3038397,no,1
2558,5359,82.3038397,no,2
2559,5360,11195.85176,no,0
2560,5360,11195.85176,no,1
2561,5360,11655.48895,no,2
2562,5361,1000614.648,yes,0
2563,5361,1000614.648,yes,1
2564,5361,1000614.648,yes,2
2565,5362,12409.73269,no,0
2566,5362,12409.73269,no,1
2567,5362,15773.31945,no,2
2568,5363,6819.034683,no,0
2569,5363,6819.034683,no,1
2570,5363,7580.822009,no,2
2571,5364,18059.5281,no,0
2572,5364,8143.381929,no,1
2573,5364,8143.381929,no,2
2574,5365,140.6915865,no,0
2575,5365,83.5856511,no,1
2576,5365,83.5856511,no,2
2577,5366,1000614.648,yes,0
2578,5366,1000614.648,yes,1
2579,5366,1000614.648,yes,2
2580,5367,5245.598405,no,0
2581,5367,4483.338762,no,1
2582,5367,4483.338762,no,2
2583,5368,894.2736865,no,0
2584,5368,894.2736865,no,1
2585,5368,1155.377042,no,2
2586,5369,4597.295609,no,0
2587,5369,4142.976018,no,1
2588,5369,4142.976018,no,2
2589,5370,1000614.648,yes,0
2590,5370,1000614.648,yes,1
2591,5370,1000614.648,yes,2
2592,5371,12774.04451,no,0
2593,5371,12774.04451,no,1
2594,5371,19308.79414,no,2
2595,5372,1000614.648,yes,0
2596,5372,1000614.648,yes,1
2597,5372,1000614.648,yes,2
2598,5373,5823.360787,no,0
2599,5373,1389.314064,no,1
2600,5373,1389.314064,no,2
2601,5374,850.2425768,no,0
2602,5374,752.5900432,no,1
2603,5374,752.5900432,no,2
2604,5375,381.3680764,no,0
2605,5375,381.3680764,no,1
2606,5375,6647.84763,no,2
2607,5376,436406.8153,no,0
2608,5376,434599.0004,no,1
2609,5376,434599.0004,no,2
2610,5377,1000614.648,yes,0
2611,5377,1000614.648,yes,1
2612,5377,1000614.648,yes,2
2613,5378,2078.182595,no,0
2614,5378,2078.182595,no,1
2615,5378,2086.755032,no,2
2616,5379,799.4898169,no,0
2617,5379,52.9548102,no,1
2618,5379,52.9548102,no,2
2619,5380,5898.314112,no,0
2620,5380,3737.449268,no,1
2621,5380,3737.449268,no,2
2622,5381,105619.2798,no,0
2623,5381,75311.14298,no,1
2624,5381,75311.14298,no,2
2625,5382,1587.80733,no,0
2626,5382,716.9227527,no,1
2627,5382,716.9227527,no,2
2628,5383,3837.5129,no,0
2629,5383,748.3540849,no,1
2630,5383,748.3540849,no,2
2631,5384,7072.493333,no,0
2632,5384,3905.543003,no,1
2633,5384,3905.543003,no,2
2634,5385,7583.946536,no,0
2635,5385,7378.860019,no,1
2636,5385,7378.860019,no,2
2637,5386,1000614.648,yes,0
2638,5386,1000614.648,yes,1
2639,5386,1000614.648,yes,2
2640,5387,1000614.648,yes,0
2641,5387,1000614.648,yes,1
2642,5387,1000614.648,yes,2
2643,5388,1000614.648,yes,0
2644,5388,1000614.648,yes,1
2645,5388,1000614.648,yes,2
2646,5389,10139.16842,no,0
2647,5389,10139.16842,no,1
2648,5389,11399.61957,no,2
2649,5390,1000614.648,yes,0
2650,5390,1000614.648,yes,1
2651,5390,1000614.648,yes,2
2652,5391,1720.535288,no,0
2653,5391,1720.535288,no,1
2654,5391,2726.79596,no,2
2655,5392,1000614.648,yes,0
2656,5392,1000614.648,yes,1
2657,5392,1000614.648,yes,2
2658,5393,1000614.648,yes,0
2659,5393,1000614.648,yes,1
2660,5393,1000614.648,yes,2
2661,5394,1000614.648,yes,0
2662,5394,1000614.648,yes,1
2663,5394,1000614.648,yes,2
2664,5395,15733.6663,no,0
2665,5395,15733.6663,no,1
2666,5395,16880.05828,no,2
2667,5396,3180.631742,no,0
2668,5396,3180.631742,no,1
2669,5396,7780.953626,no,2
2670,5397,155397.8203,no,0
2671,5397,155397.8203,no,1
2672,5397,158088.8908,no,2
2673,5398,82180.8251,no,0
2674,5398,57206.37033,no,1
2675,5398,57206.37033,no,2
2676,5399,14.624745,no,0
2677,5399,10.7474024,no,1
2678,5399,10.7474024,no,2
2679,5400,1271.093772,no,0
2680,5400,1271.093772,no,1
2681,5400,59324.50325,no,2
2682,5401,162.0312865,no,0
2683,5401,162.0312865,no,1
2684,5401,215.7352295,no,2
2685,5402,6376.298802,no,0
2686,5402,6376.298802,no,1
2687,5402,6494.774704,no,2
2688,5403,9375.782466,no,0
2689,5403,9375.782466,no,1
2690,5403,13256.47254,no,2
2691,5404,1000614.648,yes,0
2692,5404,1000614.648,yes,1
2693,5404,1000614.648,yes,2
2694,5405,1000614.648,yes,0
2695,5405,1000614.648,yes,1
2696,5405,1000614.648,yes,2
2697,5406,35270.8308,no,0
2698,5406,35270.8308,no,1
2699,5406,38503.33142,no,2
2700,5407,1077.530941,no,0
2701,5407,347.1330521,no,1
2702,5407,347.1330521,no,2
2703,5408,32243.87577,no,0
2704,5408,9721.106281,no,1
2705,5408,9721.106281,no,2
2706,5409,2382.568594,no,0
2707,5409,997.8522433,no,1
2708,5409,997.8522433,no,2
2709,5410,1000614.648,yes,0
2710,5410,1000614.648,yes,1
2711,5410,1000614.648,yes,2
2712,5411,1000614.648,yes,0
2713,5411,1000614.648,yes,1
2714,5411,1000614.648,yes,2
2715,5412,753.8928548,no,0
2716,5412,753.8928548,no,1
2717,5412,838.2619915,no,2
2718,5413,2271.414706,no,0
2719,5413,1635.413621,no,1
2720,5413,1635.413621,no,2
2721,5414,707.8347896,no,0
2722,5414,707.8347896,no,1
2723,5414,7141.402445,no,2
2724,5415,3150.152968,no,0
2725,5415,3150.152968,no,1
2726,5415,3153.462629,no,2
2727,5416,1000614.648,yes,0
2728,5416,1000614.648,yes,1
2729,5416,1000614.648,yes,2
2730,5417,1000614.648,yes,0
2731,5417,1000614.648,yes,1
2732,5417,1000614.648,yes,2
2733,5418,30233.88733,no,0
2734,5418,30233.88733,no,1
2735,5418,31056.94528,no,2
2736,5419,1000614.648,yes,0
2737,5419,1000614.648,yes,1
2738,5419,1000614.648,yes,2
2739,5420,1104.041266,no,0
2740,5420,146.6074355,no,1
2741,5420,146.6074355,no,2
2742,5421,1000614.648,yes,0
2743,5421,1000614.648,yes,1
2744,5421,1000614.648,yes,2
2745,5422,1527.80286,no,0
2746,5422,1527.80286,no,1
2747,5422,4923.498946,no,2
2748,5423,435.1141888,no,0
2749,5423,435.1141888,no,1
2750,5423,2759.035627,no,2
2751,5424,57704.29611,no,0
2752,5424,45983.77232,no,1
2753,5424,45983.77232,no,2
2754,5425,3330.797787,no,0
2755,5425,1151.98271,no,1
2756,5425,1151.98271,no,2
2757,5426,332758.032,no,0
2758,5426,332758.032,no,1
2759,5426,366000.1474,no,2
2760,5427,13750.22259,no,0
2761,5427,189.6454154,no,1
2762,5427,189.6454154,no,2
2763,5428,1000614.648,yes,0
2764,5428,1000614.648,yes,1
2765,5428,1000614.648,yes,2
2766,5429,158222.6343,no,0
2767,5429,158222.6343,no,1
2768,5429,1000614.648,no,2
2769,5430,33394.66864,no,0
2770,5430,33394.66864,no,1
2771,5430,38984.96802,no,2
2772,5431,1000614.648,yes,0
2773,5431,1000614.648,yes,1
2774,5431,1000614.648,yes,2
2775,5432,160780.5489,no,0
2776,5432,160780.5489,no,1
2777,5432,161609.8522,no,2
2778,5433,39670.31114,no,0
2779,5433,39670.31114,no,1
2780,5433,158392.7584,no,2
2781,5434,696.8504846,no,0
2782,5434,696.8504846,no,1
2783,5434,721.8742083,no,2
2784,5435,40175.21534,no,0
2785,5435,36704.35268,no,1
2786,5435,36704.35268,no,2
2787,5436,2008.059323,no,0
2788,5436,1928.726988,no,1
2789,5436,1928.726988,no,2
2790,5437,192.8822674,no,0
2791,5437,192.8822674,no,1
2792,5437,5201.547514,no,2
2793,5438,1000614.648,yes,0
2794,5438,1000614.648,yes,1
2795,5438,1000614.648,yes,2
2796,5439,1000614.648,yes,0
2797,5439,1000614.648,yes,1
2798,5439,1000614.648,yes,2
2799,5440,1000614.648,yes,0
2800,5440,1000614.648,yes,1
2801,5440,1000614.648,yes,2
2802,5441,27533.69574,no,0
2803,5441,12501.7751,no,1
2804,5441,12501.7751,no,2
2805,5442,1000614.648,yes,0
2806,5442,1000614.648,yes,1
2807,5442,1000614.648,yes,2
2808,5443,3152.34964,no,0
2809,5443,3152.34964,no,1
2810,5443,7171.089763,no,2
2811,5444,1000614.648,yes,0
2812,5444,1000614.648,yes,1
2813,5444,1000614.648,yes,2
2814,5445,1000614.648,yes,0
2815,5445,1000614.648,yes,1
2816,5445,1000614.648,yes,2
2817,5446,23443.52136,no,0
2818,5446,524.402515,no,1
2819,5446,524.402515,no,2
2820,5447,1000614.648,yes,0
2821,5447,1000614.648,yes,1
2822,5447,1000614.648,yes,2
2823,5448,1000614.648,yes,0
2824,5448,1000614.648,yes,1
2825,5448,1000614.648,yes,2
2826,5449,1000614.648,yes,0
2827,5449,1000614.648,yes,1
2828,5449,1000614.648,yes,2
2829,5450,1000614.648,yes,0
2830,5450,1000614.648,yes,1
2831,5450,1000614.648,yes,2
2832,5451,153.9483406,no,0
2833,5451,84.3193155,no,1
2834,5451,84.3193155,no,2
2835,5452,1000614.648,yes,0
2836,5452,1000614.648,yes,1
2837,5452,1000614.648,yes,2
2838,5453,2625.838161,no,0
2839,5453,1673.857181,no,1
2840,5453,1673.857181,no,2
2841,5454,24189.58452,no,0
2842,5454,20471.93647,no,1
2843,5454,20471.93647,no,2
2844,5455,64400.40631,no,0
2845,5455,50.0720586,no,1
2846,5455,50.0720586,no,2
2847,5456,11373.16128,no,0
2848,5456,4205.28157,no,1
2849,5456,4205.28157,no,2
2850,5457,1000614.648,yes,0
2851,5457,1000614.648,yes,1
2852,5457,1000614.648,yes,2
2853,5458,1000614.648,yes,0
2854,5458,1000614.648,yes,1
2855,5458,1000614.648,yes,2
2856,5459,32648.77295,no,0
2857,5459,2938.625422,no,1
2858,5459,2938.625422,no,2
2859,5460,7537.320902,no,0
2860,5460,7537.320902,no,1
2861,5460,12509.95108,no,2
2862,5461,461.2295168,no,0
2863,5461,461.2295168,no,1
2864,5461,2698.151934,no,2
2865,5462,758.3114578,no,0
2866,5462,758.3114578,no,1
2867,5462,4365.776626,no,2
2868,5463,32384.80302,no,0
2869,5463,24595.46608,no,1
2870,5463,24595.46608,no,2
2871,5464,5944.810823,no,0
2872,5464,5944.810823,no,1
2873,5464,6749.401988,no,2
2874,5465,1000614.648,yes,0
2875,5465,1000614.648,yes,1
2876,5465,1000614.648,yes,2
2877,5466,1000614.648,yes,0
2878,5466,1000614.648,yes,1
2879,5466,1000614.648,yes,2
2880,5467,30062.22583,no,0
2881,5467,6940.114282,no,1
2882,5467,6940.114282,no,2
2883,5468,231.6417382,no,0
2884,5468,231.6417382,no,1
2885,5468,3048.387627,no,2
2886,5469,1000614.648,yes,0
2887,5469,1000614.648,yes,1
2888,5469,1000614.648,yes,2
2889,5470,448.9899403,no,0
2890,5470,302.1661614,no,1
2891,5470,302.1661614,no,2
2892,5471,78094.96293,no,0
2893,5471,560.061567,no,1
2894,5471,560.061567,no,2
2895,5472,3236.561019,no,0
2896,5472,3236.561019,no,1
2897,5472,4266.040869,no,2
2898,5473,828.8047293,no,0
2899,5473,828.8047293,no,1
2900,5473,163987.6797,no,2
2901,5474,70.0296192,no,0
2902,5474,70.0296192,no,1
2903,5474,961.7301368,no,2
2904,5476,1000614.648,yes,0
2905,5476,1000614.648,yes,1
2906,5476,1000614.648,yes,2
2907,5477,110.9614246,no,0
2908,5477,110.9614246,no,1
2909,5477,116.3259415,no,2
2910,5478,25717.17618,no,0
2911,5478,32.821792,no,1
2912,5478,32.821792,no,2
2913,5479,1000614.648,yes,0
2914,5479,1000614.648,yes,1
2915,5479,1000614.648,yes,2
2916,5480,1000614.648,yes,0
2917,5480,1000614.648,yes,1
2918,5480,1000614.648,yes,2
2919,5481,1000614.648,yes,0
2920,5481,1000614.648,yes,1
2921,5481,1000614.648,yes,2
2922,5482,878.7527657,no,0
2923,5482,878.7527657,no,1
2924,5482,1236.293844,no,2
2925,5483,1000614.648,yes,0
2926,5483,1000614.648,yes,1
2927,5483,1000614.648,yes,2
2928,5484,992.9283395,no,0
2929,5484,992.9283395,no,1
2930,5484,2476.030343,no,2
2931,5485,9551.026537,no,0
2932,5485,9551.026537,no,1
2933,5485,9726.929957,no,2
2934,5486,1000614.648,yes,0
2935,5486,1000614.648,yes,1
2936,5486,1000614.648,yes,2
2937,5487,2396.986693,no,0
2938,5487,2396.986693,no,1
2939,5487,6554.579191,no,2
2940,5488,5129.904845,no,0
2941,5488,5129.904845,no,1
2942,5488,6573.859133,no,2
2943,5489,108628.929,no,0
2944,5489,108574.8155,no,1
2945,5489,108574.8155,no,2
2946,5490,5254.715113,no,0
2947,5490,5116.703649,no,1
2948,5490,5116.703649,no,2
2949,5491,16927.10697,no,0
2950,5491,15823.29,no,1
2951,5491,15823.29,no,2
2952,5492,5065.196598,no,0
2953,5492,1923.890753,no,1
2954,5492,1923.890753,no,2
2955,5493,697.7353721,no,0
2956,5493,697.7353721,no,1
2957,5493,2891.549152,no,2
2958,5494,1000614.648,yes,0
2959,5494,1000614.648,yes,1
2960,5494,1000614.648,yes,2
2961,5495,8270.535296,no,0
2962,5495,8270.535296,no,1
2963,5495,8281.274325,no,2
2964,5496,37124.73948,no,0
2965,5496,1597.351749,no,1
2966,5496,1597.351749,no,2
2967,5497,115.7519827,no,0
2968,5497,115.7519827,no,1
2969,5497,117.4696863,no,2
2970,5498,38999.79423,no,0
2971,5498,23221.39211,no,1
2972,5498,23221.39211,no,2
2973,5499,522714.8811,no,0
2974,5499,522714.8811,no,1
2975,5499,524909.7672,no,2
2976,5500,7609.58711,no,0
2977,5500,101.5138804,no,1
2978,5500,101.5138804,no,2
2979,5501,26535.13522,no,0
2980,5501,2865.783417,no,1
2981,5501,2865.783417,no,2
2982,5502,1000614.648,yes,0
2983,5502,1000614.648,yes,1
2984,5502,1000614.648,yes,2
2985,5503,1000614.648,yes,0
2986,5503,1000614.648,yes,1
2987,5503,1000614.648,yes,2
2988,5504,258.6897055,no,0
2989,5504,258.6897055,no,1
2990,5504,4088.938625,no,2
2991,5505,1000614.648,yes,0
2992,5505,1000614.648,yes,1
2993,5505,1000614.648,yes,2
2994,5506,207936.6704,no,0
2995,5506,206308.6061,no,1
2996,5506,206308.6061,no,2
2997,5507,10243.83746,no,0
2998,5507,1039.830672,no,1
2999,5507,1039.830672,no,2
3000,5508,63789.74319,no,0
3001,5508,37887.16541,no,1
3002,5508,37887.16541,no,2
3003,5509,3985.358171,no,0
3004,5509,58.8347789,no,1
3005,5509,58.8347789,no,2
3006,5510,204028.4054,no,0
3007,5510,178074.6943,no,1
3008,5510,178074.6943,no,2
3009,5511,1000614.648,yes,0
3010,5511,1000614.648,yes,1
3011,5511,1000614.648,yes,2
3012,5512,1000614.648,yes,0
3013,5512,1000614.648,yes,1
3014,5512,1000614.648,yes,2
3015,5513,1000614.648,yes,0
3016,5513,1000614.648,yes,1
3017,5513,1000614.648,yes,2
3018,5514,613.7302509,no,0
3019,5514,613.7302509,no,1
3020,5514,713.8274001,no,2
3021,5515,1000614.648,yes,0
